V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
6,8,1,7,13,10,4,6,10,15,5,3,2,3,9,6,2,4,5,9
56,7,165,279,216,176,197,177,126,151,127,76,19,7,7,5,19,34,22,8
1,2,5,10,7,4,4,0,0,0,2,4,5,3,3,2,0,1,0,1
6,7,2,0,1,3,3,2,6,1,0,2,2,6,5,3,2,2,3,3
0,6,13,7,0,0,0,0,1,6,5,11,11,8,6,11,5,1,0,0
10,13,35,32,18,28,49,108,88,133,189,142,77,28,16,18,21,22,17,10
0,0,5,16,17,1,2,8,10,10,14,16,5,8,4,17,21,10,6,4
0,0,4,1,1,4,5,2,3,3,7,9,24,19,11,7,0,3,0,1
9,8,10,2,6,19,33,18,14,16,9,9,4,1,4,12,14,14,7,4
9,10,8,14,15,2,4,6,12,4,8,7,10,10,9,9,10,6,5,6
6,4,4,3,1,1,0,0,0,3,5,1,0,0,2,2,0,8,16,1
0,1,2,0,1,3,0,0,5,5,7,8,9,5,1,1,4,10,10,4
4,6,1,15,14,9,6,13,17,14,7,11,5,0,6,4,0,0,4,4
5,6,6,4,1,2,0,6,7,3,1,3,3,1,0,0,0,0,0,0
350,306,386,250,162,169,164,120,123,165,129,116,157,172,178,148,215,178,64,37
5,3,3,13,5,4,4,6,0,5,9,13,6,2,3,1,3,5,7,3
11,1,2,4,7,6,5,2,2,2,4,9,14,6,0,4,5,4,3,2
10,7,9,8,12,16,18,17,12,12,44,44,11,15,12,6,3,8,18,10
6,12,17,6,3,2,2,4,2,1,1,0,7,9,6,13,10,8,0,1
11,10,5,11,33,56,71,80,89,110,58,8,23,17,6,0,1,3,2,3
0,0,0,1,1,1,5,14,12,9,8,3,8,11,3,2,4,0,3,3
235,261,284,284,246,261,238,227,275,350,426,214,278,272,261,257,352,279,82,51
51,18,12,16,14,17,33,46,79,59,45,50,55,19,19,14,15,14,12,6
3,2,6,5,4,7,8,6,3,3,6,0,0,1,8,2,2,3,4,8
26,16,16,10,12,20,22,49,71,42,40,33,35,26,29,42,38,34,21,19
10,22,26,40,30,30,45,34,18,18,33,25,20,46,31,18,31,38,43,33
25,25,29,18,13,16,24,41,45,25,29,32,22,29,40,25,27,26,24,28
2,9,6,3,2,4,8,4,4,1,5,6,2,2,0,12,7,3,5,6
13,6,9,9,4,7,11,4,6,2,4,4,2,1,5,6,11,8,8,4
11,13,10,7,5,6,6,12,8,3,5,3,2,8,9,10,6,5,8,18
11,3,10,7,2,6,9,5,15,22,18,16,5,0,0,8,7,3,5,4
9,7,14,29,41,51,40,43,34,24,20,15,16,11,20,13,16,22,19,12
3,1,3,3,0,4,4,1,9,12,5,10,4,0,0,2,2,0,0,5
13,17,17,6,3,5,14,8,19,18,16,10,3,6,8,5,9,8,5,15
4,1,0,0,3,3,2,3,3,4,3,1,4,1,1,0,8,9,4,8
14,6,5,9,5,3,5,6,8,6,6,8,7,9,6,11,27,7,13,8
9,15,9,5,9,7,10,10,10,21,36,27,18,11,13,7,19,10,14,18
27,40,26,18,28,41,40,33,23,28,43,53,41,52,32,21,30,12,14,16
0,0,0,4,1,1,1,1,1,7,9,5,0,17,16,1,3,6,3,0
0,1,2,5,2,3,3,0,0,3,11,6,6,4,9,4,2,4,1,7
2,10,16,17,24,18,32,62,43,31,54,32,11,5,6,9,8,3,13,18
1,0,4,9,9,8,5,7,8,4,4,8,11,8,7,11,10,6,6,4
168,163,137,146,156,139,129,101,107,86,120,159,149,61,45,15,12,13,4,10
5,3,4,2,6,9,6,13,14,24,21,35,47,56,53,47,25,34,19,6
38,47,23,11,18,17,59,172,452,711,456,738,774,202,135,59,36,56,68,44
6,8,9,2,4,12,13,7,9,12,11,5,8,6,11,7,7,7,15,15
19,24,24,35,275,261,16,23,63,126,199,237,204,81,61,80,53,23,17,9
2,24,31,11,3,5,14,37,60,59,58,68,15,3,0,2,1,0,0,0
0,1,3,3,4,3,1,2,6,8,2,0,0,0,6,9,4,2,1,1
33,45,26,23,26,32,40,79,62,27,32,25,20,13,4,6,6,1,2,7
0,3,5,4,1,1,2,3,9,17,12,4,8,8,5,7,10,11,3,1
4,10,9,9,5,4,8,11,5,7,13,10,6,2,5,7,5,9,5,5
17,19,26,25,19,27,32,52,106,185,191,185,184,124,36,9,0,2,2,14
1,0,0,1,1,4,5,3,5,6,4,3,3,3,1,0,0,1,2,2
13,23,26,12,16,11,10,22,23,29,14,12,8,7,10,11,13,16,12,8
0,0,2,8,11,8,0,0,0,0,13,7,0,3,3,1,1,6,16,8
19,17,34,55,47,14,36,66,132,88,65,64,59,64,43,31,34,103,122,110
6,6,9,7,8,16,17,7,15,14,7,3,3,3,3,2,0,3,3,9
4,4,2,2,1,4,7,5,5,8,12,5,4,6,3,5,4,1,2,3
3,10,16,17,17,19,29,25,14,18,15,10,27,27,12,10,6,9,13,7
10,21,32,54,109,114,119,186,232,167,115,36,7,18,16,14,13,13,15,9
29,28,24,11,18,28,54,67,60,75,73,39,19,22,32,24,12,3,3,6
20,31,84,80,159,180,113,96,103,148,129,70,74,64,65,38,11,21,26,45
21,13,7,16,22,10,13,12,7,14,4,7,8,11,10,6,5,0,0,0
2,3,6,15,12,7,5,7,13,5,4,1,1,7,14,12,7,4,10,9
28,41,52,85,128,191,307,392,550,440,491,435,279,316,241,92,32,23,45,70
98,76,77,98,121,206,580,872,515,188,312,243,94,55,48,30,11,22,6,10
48,48,36,34,21,45,81,94,172,352,516,406,248,311,243,103,25,14,21,41
11,7,10,0,1,8,21,56,44,31,43,20,18,19,14,15,2,7,2,1
9,20,12,4,3,7,10,6,10,7,3,9,6,4,5,10,6,8,10,0
30,27,29,35,19,37,58,63,54,57,53,71,71,74,73,63,62,58,38,15
21,27,29,32,36,48,72,86,91,146,174,129,116,205,206,171,94,77,30,11
2,4,5,5,7,14,13,9,4,6,4,9,6,0,5,3,2,8,4,2
3,7,10,10,10,13,22,28,20,18,17,13,16,10,5,8,1,0,1,1
7,7,2,4,5,12,8,8,6,5,3,4,10,11,11,13,6,16,14,6
19,23,8,7,20,15,14,5,6,4,19,20,16,16,2,0,4,11,10,15
4,2,8,5,5,9,10,6,3,10,9,5,3,0,4,4,1,4,7,5
7,4,3,5,7,14,10,0,2,1,2,3,1,3,3,4,2,1,3,6
10,12,8,7,2,4,9,17,18,14,6,0,3,0,1,1,1,0,4,6
11,3,2,13,16,9,23,36,42,41,33,17,16,5,4,8,5,4,1,1
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,10,9,7,9,15,10,13,14,14,13,9,18,22,12,9,12,6,3,11
20,26,20,16,7,17,15,4,3,4,13,15,9,3,8,6,6,20,11,13
18,29,27,14,7,6,15,52,132,125,97,174,134,129,136,76,50,18,21,30
10,6,8,12,8,10,5,3,3,6,3,11,10,2,2,2,6,3,1,4
4,7,5,5,2,5,6,12,9,10,12,5,0,0,5,2,3,8,2,5
3,3,0,0,1,5,4,8,6,3,3,3,1,2,4,7,7,4,2,1
21,18,50,76,60,86,60,63,55,58,46,31,28,21,37,32,12,21,25,33
15,49,69,60,45,21,16,50,95,102,258,273,57,8,6,16,41,119,216,183
3,0,1,3,8,11,6,7,7,3,10,10,3,8,12,10,12,13,9,3
11,7,0,4,0,8,12,6,4,3,7,3,2,8,12,19,18,14,6,6
0,0,0,0,4,0,0,0,0,6,8,3,3,8,11,8,6,6,0,4
4,0,0,1,4,12,16,10,27,62,121,116,108,86,35,11,15,11,3,7
13,19,23,21,14,9,12,6,11,6,15,18,36,24,5,3,9,5,14,13
22,44,31,13,19,50,93,147,134,158,220,203,133,106,78,52,25,21,34,71
115,105,71,48,40,48,121,143,189,134,228,174,42,14,16,15,24,36,27,17
49,30,19,16,35,50,71,163,217,177,190,211,215,287,241,258,176,65,21,10
40,47,19,15,27,28,34,55,47,30,61,80,41,32,28,38,113,172,143,81
8,5,6,7,5,259,272,41,35,35,26,38,35,17,8,3,8,12,6,5
36,32,38,26,23,28,29,39,52,41,36,28,23,19,17,12,22,15,9,22
13,9,14,21,25,21,8,7,16,17,17,23,16,17,13,15,15,13,18,13
18,29,30,29,13,16,168,169,26,32,37,35,40,70,87,46,36,51,32,13
26,38,52,92,154,119,84,121,72,115,196,250,128,124,41,36,28,30,41,39
10,9,15,12,7,16,24,23,48,53,30,40,31,6,16,26,15,8,7,4
6,10,7,3,0,4,3,6,4,8,12,17,7,7,11,8,5,1,9,14
6,3,1,2,1,1,1,9,12,17,32,35,31,21,23,8,3,8,9,8
25,41,85,112,202,220,217,281,294,310,454,495,337,242,152,95,29,11,7,12
7,1,14,56,72,82,105,75,144,170,179,148,163,152,74,80,78,60,52,87
146,481,588,323,448,261,184,302,152,194,295,267,145,158,81,54,44,45,18,10
2,0,4,1,0,1,2,2,3,4,5,8,5,7,5,1,1,6,9,3
0,0,0,2,4,0,1,1,0,2,3,0,1,2,4,5,2,2,1,0
10,6,3,6,12,16,24,22,21,29,23,24,16,17,17,15,12,6,10,9
4,5,8,4,7,13,6,6,1,2,4,0,0,1,1,0,6,6,2,2
55,181,288,385,478,393,347,315,307,170,326,539,555,384,210,98,52,38,34,43
0,0,0,2,18,41,33,77,99,162,226,186,126,99,115,63,15,21,17,11
5,14,5,3,6,12,6,2,10,15,8,2,0,0,0,0,0,0,0,0
11,6,4,8,4,4,9,10,10,11,7,14,19,21,17,8,4,5,7,6
1,1,1,0,1,4,3,2,2,3,7,8,5,5,3,4,12,7,4,5
8,6,14,12,3,16,28,44,68,123,174,97,154,278,156,33,29,23,22,19
11,14,15,22,25,13,8,12,29,28,49,81,62,37,31,16,11,6,13,18
10,4,1,5,6,4,6,6,23,33,28,10,9,5,8,17,9,4,3,5
3,4,5,10,17,37,18,2,10,13,23,24,39,35,13,21,19,5,2,4
0,0,0,0,10,7,3,7,11,14,7,7,4,3,8,11,4,3,2,6
3,1,0,0,0,0,1,4,1,0,0,5,2,4,9,8,2,0,0,2
0,2,6,14,13,4,9,9,9,15,5,3,4,2,0,2,1,4,4,7
24,15,19,20,35,45,40,14,33,49,66,66,61,20,30,29,27,43,34,13
17,41,43,34,32,20,39,60,125,105,75,89,35,12,7,18,16,15,11,9
93,69,45,41,110,169,270,582,403,380,365,199,133,104,74,39,16,20,36,43
1,0,1,4,2,0,2,5,6,3,4,6,4,8,7,2,2,4,4,7
4,3,1,3,8,2,2,1,3,2,2,2,1,2,6,11,9,5,6,4
9,9,8,9,3,9,12,17,30,28,19,15,13,14,11,3,2,10,9,6
7,0,2,2,6,7,9,6,5,6,4,6,12,14,6,9,7,4,4,3
4,6,8,12,15,9,10,9,9,7,6,6,7,6,9,5,9,5,5,3
0,0,0,0,0,0,0,0,3,4,2,2,2,0,0,0,0,0,0,0
127,105,109,129,103,120,183,183,89,57,115,144,101,98,51,1,9,16,11,14
20,30,31,19,14,10,13,42,122,166,187,146,163,255,196,302,561,473,189,131
15,14,42,57,36,49,41,24,16,7,8,12,12,5,10,13,10,6,17,37
6,7,2,7,9,3,4,5,1,3,4,8,7,13,14,14,7,3,6,6
5,3,6,7,4,10,13,19,33,26,27,22,20,2,21,25,14,14,12,11
66,60,45,78,197,305,216,196,282,428,340,155,367,505,167,68,35,46,89,223
26,22,15,8,9,11,18,21,21,11,36,40,26,32,18,10,22,31,22,4
29,19,9,15,58,78,105,140,101,97,118,126,138,142,69,15,2,6,4,1
8,7,3,1,8,4,8,8,15,12,8,4,13,12,4,3,8,13,9,8
30,67,95,91,216,277,255,170,131,146,118,78,37,13,10,9,8,7,9,6
15,12,11,18,124,297,263,203,402,358,196,105,19,13,36,14,1,15,24,20
14,16,14,16,28,26,11,8,5,15,9,6,12,14,18,12,8,9,2,7
0,2,0,0,2,0,0,1,5,10,17,18,15,7,6,6,8,7,4,5
11,15,12,8,4,3,5,9,7,6,19,13,6,11,24,15,14,13,12,6
5,8,12,9,7,8,8,9,13,12,6,4,2,1,9,12,1,3,5,9
6,9,8,13,6,0,5,10,12,6,9,18,12,18,6,9,8,0,0,0
64,54,43,29,9,8,26,77,106,164,195,113,91,76,85,76,114,66,35,33
14,22,29,25,21,27,30,36,84,130,193,172,156,229,369,307,178,73,30,29
0,4,10,8,13,18,22,36,24,13,38,45,37,54,56,43,47,30,25,24
25,51,59,37,33,68,95,96,82,118,145,74,66,48,39,50,53,60,86,100
0,4,42,39,177,350,365,272,199,204,265,136,86,46,45,58,76,55,28,23
15,45,35,18,16,18,14,36,81,118,66,53,39,28,23,19,9,11,23,35
3,4,6,6,2,3,7,5,4,7,11,7,8,10,6,7,3,2,3,1
11,3,11,2,1,5,6,2,7,7,11,5,2,5,9,15,6,0,8,8
91,52,51,26,0,0,0,0,4,14,26,18,0,0,0,0,8,9,6,0
36,44,30,16,11,15,33,36,17,15,6,13,21,25,32,19,20,6,2,3
119,121,161,157,127,118,160,163,185,210,149,56,25,21,11,26,31,33,22,17
114,96,47,11,5,5,20,79,131,140,140,143,108,69,29,14,13,31,28,30
6,6,3,4,10,9,6,10,12,7,10,4,9,10,8,5,6,3,5,4
4,4,13,32,23,32,30,51,52,39,54,21,6,29,44,45,46,33,71,73
2,4,7,18,12,11,5,13,22,9,7,8,15,9,17,21,13,4,8,2
11,10,0,0,1,2,4,2,1,8,7,3,8,8,4,0,3,4,2,7
12,3,1,2,13,15,15,38,43,14,14,17,11,3,0,0,0,6,7,3
5,1,0,12,11,3,7,5,3,1,3,5,3,2,5,4,3,4,4,2
0,1,0,2,1,1,6,10,40,26,9,22,16,7,12,10,9,11,6,9
6,8,2,1,1,4,3,1,5,8,7,23,14,0,1,10,6,2,9,10
86,141,155,130,141,99,82,108,142,121,117,154,87,29,6,15,10,24,48,58
20,35,41,26,46,97,90,139,176,172,180,163,170,254,245,154,113,66,35,19
40,56,58,53,54,51,66,115,160,150,186,254,209,205,155,106,30,6,30,60
1,0,0,0,3,0,1,14,17,5,3,9,3,1,6,8,20,18,22,6
11,13,20,9,6,7,11,13,16,16,12,13,11,7,9,18,13,6,6,6
9,10,5,10,6,8,10,21,18,15,10,9,11,11,12,10,7,17,15,8
2,2,0,0,0,1,1,2,12,25,15,7,5,2,2,4,6,10,9,9
0,0,0,0,8,10,6,9,6,7,3,3,5,7,0,1,1,1,0,0
21,21,33,28,46,58,51,84,139,113,137,128,64,41,36,43,31,34,45,39
0,2,3,0,0,0,0,0,1,6,3,0,0,3,1,2,2,1,3,3
2,6,11,12,8,6,7,4,5,2,3,12,13,4,2,3,1,1,4,4
17,16,8,13,12,7,20,80,90,34,100,89,29,10,1,1,0,0,2,7
0,0,2,2,3,3,0,0,0,0,3,2,6,4,6,3,2,2,4,1
7,16,11,9,5,21,30,53,65,34,115,134,55,21,4,3,24,57,50,21
1,7,10,16,22,14,24,18,18,33,31,27,34,23,14,21,28,8,0,0
9,13,3,1,5,6,5,7,9,17,29,20,9,9,11,12,12,1,1,0
0,0,2,13,14,25,24,48,75,106,105,66,52,40,23,24,23,18,11,30
7,4,0,2,7,4,2,3,3,5,6,4,2,0,1,3,1,0,0,0
88,72,91,44,21,11,13,29,26,17,21,18,15,8,5,4,4,1,0,0
0,0,4,22,22,3,4,25,48,48,64,46,17,9,16,25,32,19,16,28
15,13,33,23,15,11,21,33,21,15,17,17,24,21,7,7,14,35,36,25
31,48,121,162,188,195,90,99,138,263,353,225,106,101,59,27,13,18,33,38
1,3,10,16,10,7,6,5,4,10,15,8,8,9,5,2,7,8,11,9
4,8,19,18,9,9,13,9,5,4,3,2,6,11,11,5,11,9,7,4
3,0,5,6,1,10,11,4,0,1,2,2,3,0,1,0,4,4,2,0
7,8,2,1,0,1,2,4,1,5,5,7,4,7,3,4,3,3,6,7
7,5,0,1,1,2,4,0,1,1,2,5,5,4,1,0,4,5,7,4
6,5,14,16,6,8,8,9,6,12,9,5,1,1,6,9,12,3,4,7
32,33,54,73,71,43,46,53,46,150,186,128,165,176,214,93,130,81,97,96
2,9,9,5,5,3,7,5,6,14,8,19,10,7,11,12,15,2,4,9
115,94,49,27,49,98,200,197,154,110,109,47,16,14,32,92,106,52,20,5
0,0,0,0,0,0,0,3,5,7,9,10,6,13,10,3,10,6,2,4
4,5,4,2,3,2,7,10,5,5,4,1,7,11,7,1,3,1,5,3
25,16,13,5,7,18,21,21,9,3,20,16,7,4,7,8,12,5,3,28
0,0,0,4,9,0,7,12,6,2,5,6,5,8,7,0,1,9,9,7
35,26,29,40,73,110,166,107,104,103,62,27,14,13,9,19,28,21,11,9
77,106,107,120,158,130,122,202,302,315,286,324,320,265,174,206,164,161,157,109
9,11,8,10,11,9,13,12,7,15,10,14,13,2,1,0,0,0,0,0
9,4,5,8,9,9,9,8,10,16,21,18,10,9,9,23,20,13,9,4
1,0,4,3,5,5,12,15,9,7,5,9,13,19,11,3,1,6,16,6
5,4,7,4,3,5,8,2,2,3,4,8,7,2,2,7,3,5,9,18
10,12,23,26,24,15,5,6,27,31,38,34,38,28,16,14,21,33,27,23
5,4,4,10,9,9,3,4,2,0,1,1,0,3,3,2,2,0,1,1
1,3,1,7,14,7,5,8,19,26,26,17,6,7,9,6,0,2,8,2
61,90,171,271,157,110,295,301,204,123,249,266,207,107,38,11,23,40,65,76
32,68,173,194,64,47,226,208,179,212,149,108,113,107,63,33,40,33,29,42
3,7,12,5,3,5,4,3,1,1,2,10,1,2,2,0,0,0,2,2
2,7,3,3,10,5,1,5,11,7,13,16,6,5,4,6,4,8,4,5
11,8,17,14,22,20,18,26,25,32,42,30,19,24,18,12,8,6,1,7
2,1,3,7,8,7,11,14,6,3,1,1,10,10,4,9,5,5,7,10
23,33,48,32,14,8,10,35,43,48,62,46,44,31,28,17,0,0,4,4
19,16,13,11,9,8,16,13,21,20,36,21,19,13,19,33,27,22,9,9
13,4,2,6,4,6,13,26,28,23,31,18,20,11,1,4,8,6,4,7
8,4,6,19,16,5,14,15,8,12,18,12,3,7,11,16,6,6,1,6
35,30,16,10,16,47,112,150,266,182,256,284,293,199,104,36,32,41,15,19
0,0,0,1,4,3,0,0,0,0,7,8,2,1,0,3,3,3,3,0
7,10,6,3,0,3,6,5,5,4,2,3,0,156,155,0,1,1,1,1
2,3,1,6,12,9,1,4,1,2,0,16,8,0,6,4,3,2,0,2
4,5,3,6,3,4,11,4,2,3,1,4,5,1,0,2,2,1,5,5
4,1,0,0,1,6,6,3,7,6,1,5,6,8,7,10,6,4,3,3
117,95,50,66,101,234,446,566,764,688,911,759,699,1040,1347,972,382,303,221,101
41,63,76,83,147,354,444,380,675,608,333,345,284,265,147,166,169,207,106,74
37,92,226,167,114,133,119,242,206,75,38,22,42,56,98,73,37,25,8,8
7,1,2,2,12,6,2,10,13,17,22,26,25,20,19,16,1,4,5,6
0,4,2,8,11,4,7,17,25,21,9,8,6,9,10,5,2,6,6,1
3,1,0,2,6,5,4,2,2,7,4,3,4,7,5,0,11,9,7,10
30,17,15,26,53,91,129,90,110,119,100,74,34,30,32,36,37,39,26,15
9,2,17,18,6,9,10,11,20,44,37,38,16,0,0,11,17,3,8,11
7,13,9,7,9,14,17,45,56,66,67,33,13,1,5,8,5,8,6,6
3,2,0,3,2,4,9,18,49,81,71,18,4,10,11,7,7,1,1,0
6,8,2,10,12,7,6,6,31,78,113,187,183,38,40,42,21,19,5,13
1,4,3,0,0,0,0,1,5,4,4,4,0,0,0,5,6,2,1,3
6,2,7,7,2,0,2,10,10,3,3,6,3,0,0,0,0,0,2,1
21,54,25,11,16,60,158,211,176,188,171,69,43,26,24,28,15,15,12,3
0,1,9,21,23,9,11,25,26,45,60,72,51,29,43,58,55,48,50,61
15,23,28,21,18,46,97,104,121,114,131,165,115,51,38,20,19,26,44,77
89,109,84,55,46,19,12,11,15,27,42,29,25,17,15,16,18,12,12,20
12,7,4,6,15,15,8,7,5,4,5,11,21,17,8,9,4,3,1,6
57,39,57,95,105,126,178,270,251,294,339,128,52,22,27,10,9,27,27,19
15,7,7,12,5,5,6,10,16,25,34,29,28,31,27,34,34,22,13,25
0,1,1,2,8,3,0,4,7,7,6,1,3,3,0,0,0,2,4,4
15,15,12,7,5,12,16,14,18,28,16,27,10,10,44,70,43,42,62,61
1,1,0,5,4,0,7,4,2,9,10,1,1,2,1,1,6,6,4,6
22,42,45,28,32,17,27,49,134,167,186,321,473,317,156,125,54,29,11,17
57,27,23,59,111,164,206,238,170,161,119,38,26,27,44,34,32,14,15,19
1,2,1,8,5,3,8,7,1,2,2,6,5,7,5,1,1,2,2,2
0,3,6,6,2,1,1,2,4,4,0,1,3,2,7,12,12,5,0,1
49,48,44,25,13,13,13,18,13,15,17,7,2,9,12,19,20,31,39,61
0,4,4,0,0,0,68,153,123,124,113,71,53,33,30,32,14,6,22,20
17,4,4,4,7,10,17,40,38,65,83,42,70,127,96,54,19,5,4,3
33,29,28,31,30,37,25,22,22,19,19,22,13,20,13,5,10,10,11,11
2,5,9,6,5,7,8,21,39,39,28,17,13,0,0,11,18,13,15,3
4,1,0,0,0,5,5,4,4,5,6,4,8,3,4,6,4,6,4,8
1,0,1,3,2,0,0,15,12,10,6,11,9,9,9,8,5,3,6,8
6,1,4,17,11,5,10,28,34,39,69,58,42,33,30,21,10,6,7,12
0,0,0,2,5,4,4,3,3,3,3,2,0,3,3,1,4,2,0,4
16,11,5,9,14,16,2,9,9,4,3,13,16,3,14,19,13,8,9,10
8,1,1,0,8,11,21,15,14,16,15,19,18,20,12,3,7,18,10,5
0,1,2,2,2,13,19,44,97,107,78,76,109,65,39,25,14,10,5,6
3,0,2,2,1,3,1,1,1,2,1,0,1,1,1,3,2,0,1,5
7,12,15,14,8,6,32,72,145,143,89,65,62,43,16,5,12,20,14,28
0,9,27,36,32,40,58,141,200,141,147,150,74,37,15,24,39,30,34,21
1,0,0,3,5,4,1,13,11,10,13,6,1,2,3,3,1,0,0,8
0,1,2,1,0,1,1,1,2,3,3,5,9,2,0,0,0,0,0,0
7,7,7,2,8,6,3,2,4,7,8,6,7,9,6,7,6,10,9,6
14,7,22,30,25,28,24,15,21,40,49,36,15,10,12,16,16,28,9,9
7,5,5,13,14,5,10,21,15,11,18,12,7,4,5,1,0,0,4,4
0,0,0,0,0,3,6,8,6,3,3,0,1,0,0,0,9,9,2,2
9,4,7,14,9,6,8,8,6,5,11,6,10,14,5,2,15,35,8,15
12,5,6,21,21,20,41,41,109,146,80,53,50,54,62,51,45,65,43,49
10,6,13,14,6,6,10,4,10,9,3,5,1,0,5,7,8,9,11,5
53,55,27,19,16,27,60,77,61,48,127,152,97,78,49,24,32,49,93,141
7,8,11,12,7,6,3,9,8,7,15,16,7,2,2,4,5,14,7,9
12,11,14,10,9,11,3,9,6,10,16,34,10,3,7,15,12,6,6,4
1,0,2,6,5,5,6,6,5,9,14,7,3,7,1,0,4,14,8,5
0,3,6,5,10,8,5,1,2,8,8,3,2,0,6,6,0,2,0,1
5,5,6,6,8,6,1,4,16,30,23,14,16,9,7,1,4,13,8,6
5,5,5,12,6,1,22,18,14,15,9,7,7,17,18,9,6,2,7,10
13,9,4,4,0,2,2,4,6,2,0,2,8,6,1,7,7,11,2,3
33,25,40,54,52,39,52,36,38,83,121,118,60,88,58,16,9,13,14,27
13,5,2,0,0,2,15,28,25,19,35,12,0,12,15,6,9,5,1,0
10,20,9,8,9,10,15,10,5,7,0,4,10,7,5,15,15,7,10,31
1,1,3,5,11,7,7,9,4,1,2,1,1,2,1,1,0,0,0,1
44,77,55,34,17,32,71,109,217,198,136,119,71,53,45,66,77,107,86,42
6,6,9,10,5,9,15,12,6,8,5,4,2,11,2,10,12,8,3,6
18,9,12,24,20,6,10,14,13,17,11,9,7,9,3,4,7,4,13,5
8,13,12,27,17,23,37,31,12,6,5,5,10,7,1,4,16,30,31,28
48,28,41,51,28,34,38,34,36,51,54,67,77,83,49,50,36,27,21,29
7,7,12,12,7,10,21,25,64,144,91,142,140,146,149,96,100,94,97,89
1,0,0,0,2,4,3,3,11,11,5,8,14,6,7,13,5,10,6,10
69,47,53,112,288,359,224,272,386,406,219,370,422,472,354,271,257,365,317,252
2,5,21,33,17,6,7,31,51,74,152,184,187,203,145,88,34,30,25,52
22,20,12,18,21,18,11,9,11,17,8,4,5,4,5,6,3,3,9,6
9,17,25,21,10,2,0,34,62,60,78,73,74,45,18,9,7,33,50,39
58,67,71,119,154,160,277,235,157,146,108,112,190,208,158,83,54,26,23,45
0,0,0,0,0,0,2,7,7,9,7,18,13,5,3,0,1,4,3,0
0,0,0,0,0,0,0,2,4,5,4,5,2,3,9,10,6,3,3,0
11,2,4,1,6,12,17,10,2,13,13,6,2,5,4,9,5,0,1,5
3,4,0,0,0,0,0,5,9,12,15,4,7,8,6,12,7,9,5,3
0,5,8,2,1,4,3,4,11,9,9,3,7,5,9,16,6,4,8,5
6,8,13,5,4,9,10,5,6,4,7,10,9,4,0,0,1,1,2,2
7,6,3,7,6,3,13,10,7,6,3,6,7,6,5,9,7,6,8,12
12,14,17,13,17,10,26,49,57,78,64,55,28,21,21,13,12,13,17,14
7,6,13,10,11,21,14,5,8,13,9,22,24,21,10,6,3,2,1,6
60,60,49,56,44,64,118,138,199,222,260,202,204,276,152,36,22,40,77,77
0,0,2,26,29,15,12,18,25,20,4,6,9,5,13,10,4,13,18,11
7,6,7,11,10,0,2,20,17,17,16,12,10,5,7,1,12,3,1,0
8,2,1,1,2,4,3,6,5,10,10,7,11,14,6,5,19,18,14,22
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2,3,6,9,2,3,4,4,8,10,2,4,5,5,4,1,9,5,0,2
6,9,11,13,28,30,24,8,11,38,47,40,83,102,91,82,38,12,15,9
6,8,6,11,6,7,5,7,7,12,14,10,8,11,15,10,0,1,4,4
1,6,7,12,9,7,9,18,17,4,6,9,5,6,7,12,24,20,18,7
19,17,13,3,10,11,6,8,29,36,23,23,29,20,18,15,17,5,7,14
0,2,2,5,10,11,3,1,14,17,10,11,16,7,1,1,4,4,3,4
3,5,5,0,0,1,8,6,2,4,5,2,1,1,2,2,2,2,8,6
1,1,0,0,0,2,11,8,1,7,0,0,0,0,1,1,0,5,1,1
11,18,22,8,4,20,20,12,7,12,13,9,5,2,4,4,1,7,7,6
7,14,6,29,22,16,25,24,50,86,159,183,90,65,35,18,7,13,26,13
18,25,15,24,24,17,48,84,109,130,235,336,441,355,333,322,134,76,44,33
4,6,4,4,4,4,4,12,13,3,12,10,3,1,4,3,8,6,3,5
17,21,19,23,19,26,76,101,197,217,223,210,138,140,187,122,82,56,23,24
0,0,0,0,0,2,3,17,22,32,26,15,2,6,10,2,10,4,2,1
3,4,2,2,5,15,11,4,11,12,11,18,13,18,9,11,5,3,6,14
17,23,30,32,55,77,121,130,174,128,114,235,226,84,26,21,17,2,8,13
2,7,3,3,5,4,2,4,1,4,6,5,3,7,5,4,0,1,5,4
5,4,2,6,5,0,5,11,9,5,4,5,1,0,4,4,1,2,0,0
14,24,30,22,12,22,18,7,5,11,15,15,7,12,8,5,2,0,0,0
2,3,6,9,8,6,2,7,5,5,12,8,2,1,3,6,4,3,8,3
3,2,2,1,6,5,0,4,8,9,6,2,9,5,4,6,3,4,0,0
11,9,10,6,3,5,18,25,27,23,19,18,11,16,9,7,20,18,10,11
30,70,67,50,11,14,10,22,47,62,98,165,135,106,94,75,49,25,32,37
3,7,8,3,1,6,16,7,7,10,3,4,7,5,4,2,2,4,2,0
10,9,7,7,7,4,3,3,6,7,8,7,12,5,1,7,4,2,5,5
30,76,120,57,16,38,86,124,168,173,117,101,37,26,56,93,191,918,893,578
3,3,6,8,5,4,3,4,10,6,18,14,0,0,4,7,0,0,1,1
5,5,10,7,8,4,4,10,5,5,17,8,0,4,7,4,6,3,1,0
21,39,33,66,92,106,101,134,87,114,125,139,143,143,114,127,93,71,35,18
